Polarity,Review,Polarity_result
-1,ordered an appetizer and took  minutes and then the pizza another  minutes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,so absolutley fantastic,"{'neg': 0.0, 'neu': 0.34, 'pos': 0.66, 'compound': 0.5965}"
-1,it was a huge awkward lb piece of cow that was ths gristle and fat,"{'neg': 0.095, 'neu': 0.769, 'pos': 0.136, 'compound': 0.1779}"
1,definitely will come back here again,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
1,i like steiners because its dark and it feels like a bar,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}"
1,wow very spicy but delicious,"{'neg': 0.0, 'neu': 0.277, 'pos': 0.723, 'compound': 0.8336}"
1,if youre not familiar check it out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,ill take my business dinner dollars elsewhere,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
1,id love to go back,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}"
1,anyway this fs restaurant has a wonderful breakfastlunch,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
-1,nothing special,"{'neg': 0.693, 'neu': 0.307, 'pos': 0.0, 'compound': -0.3089}"
1,each day of the week they have a different deal and its all so delicious,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.6948}"
1,not to mention the combination of pears almonds and bacon is a big winner,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5859}"
-1,will not be back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,sauce was tasteless,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.7414}"
1,my ribeye steak was cooked perfectly and had great mesquite flavor,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.8519}"
-1,i dont think well be going back anytime soon,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.2057}"
1,food was so gooodd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,"{'neg': 0.232, 'neu': 0.512, 'pos': 0.256, 'compound': -0.0}"
-1,i was so insulted,"{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.6418}"
-1,the last  times i had lunch here has been bad,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}"
-1,the chicken wings contained the driest chicken meat i have ever eaten,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9117}"
1,nargile  i think you are great,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}"
1,best tater tots in the southwest,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}"
1,we loved the place,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}"
-1,definitely not worth the  i paid,"{'neg': 0.199, 'neu': 0.478, 'pos': 0.323, 'compound': 0.2579}"
1,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4019}"
1,im in az all the time and now have my new spot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the manager was the worst,"{'neg': 0.506, 'neu': 0.494, 'pos': 0.0, 'compound': -0.6249}"
1,the inside is really quite nice and very clean,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.748}"
1,the food was outstanding and the prices were very reasonable,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.6124}"
-1,i dont think ill be running back to carlys anytime soon for food,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.3252}"
-1,this is was due to the fact that it took  minutes to be acknowledged then another  minutes to get our foodand they kept forgetting things,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,love the margaritas too,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}"
1,this was my first and only vegas buffet and it did not disappoint,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.3089}"
1,very good though,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}"
-1,the one down note is the ventilation could use some upgrading,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,great pork sandwich,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
-1,dont waste your time here,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.3252}"
-1,total letdown i would much rather just go to the camelback flower shop and cartel coffee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,third the cheese on my friends burger was cold,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}"
1,we enjoy their pizza and brunch,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}"
1,the steaks are all well trimmed and also perfectly cooked,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.743}"
1,we had a group of  when we claimed we would only have  and they handled us beautifully,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}"
1,i loved it,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}"
-1,we asked for the bill to leave without eating and they didnt bring that either,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.0516}"
1,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.6486}"
-1,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,"{'neg': 0.173, 'neu': 0.668, 'pos': 0.158, 'compound': 0.1672}"
-1,the selection of food was not the best,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.5216}"
1,delicious and i will absolutely be back,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
1,this isnt a small family restaurant this is a fine dining establishment,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}"
1,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}"
-1,i dont think i will be back for a very long time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,it was attached to a gas station and that is rarely a good sign,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.3412}"
1,how awesome is that,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}"
1,i will be back many times soon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the menu had so much good stuff on it i could not decide,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4902}"
-1,worse of all he humiliated his worker right in front of mebunch of horrible name callings,"{'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.8402}"
1,conclusion very filling meals,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,their daily specials are always a hit with my group,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,and then tragedy struck,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.7506}"
1,the pancake was also really good and pretty large at that,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.7688}"
1,this was my first crawfish experience and it was delicious,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}"
1,their monster chicken fried steak and eggs is my all time favorite,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}"
1,waitress was sweet and funny,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}"
1,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8176}"
-1,id rather eat airline food seriously,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.1779}"
1,cant say enough good things about this place,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.3412}"
1,the ambiance was incredible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the waitress and manager are so friendly,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6269}"
-1,i would not recommend this place,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.2755}"
-1,overall i wasnt very impressed with noca,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.4158}"
-1,my gyro was basically lettuce only,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,terrible service,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}"
-1,thoroughly disappointed,"{'neg': 0.772, 'neu': 0.228, 'pos': 0.0, 'compound': -0.5256}"
1,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9022}"
1,give it a try you will be happy you did,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}"
1,by far the best cheesecurds we have ever had,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
1,reasonably priced also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,everything was perfect the night we were in,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
1,the food is very good for your typical bar food,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}"
-1,it was a drive to get there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,at first glance it is a lovely bakery cafe  nice ambiance clean friendly staff,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.91}"
-1,anyway i do not think i will go back there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,point your finger at any item on the menu order it and you wont be disappointed,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.3724}"
1,oh this is such a thing of beauty this restaurant,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}"
1,if you havent gone here go now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,a greasy unhealthy meal,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5267}"
-1,first time there and might just be the last,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,those burgers were amazing,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}"
-1,similarly the delivery man did not say a word of apology when our food was  minutes late,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.0516}"
-1,and it was way to expensive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,be sure to order dessert even if you need to pack it togo  the tiramisu and cannoli are both to die for,"{'neg': 0.149, 'neu': 0.763, 'pos': 0.088, 'compound': -0.3818}"
1,this was my first time and i cant wait until the next,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the bartender was also nice,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}"
1,everything was good and tasty,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
1,this place is two thumbs upway up,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the best place in vegas for breakfast just check out a sat or sun,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}"
1,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8979}"
-1,terrible management,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}"
1,an excellent new restaurant by an experienced frenchman,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
-1,if there were zero stars i would give it zero stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,great steak great sides great wine amazing desserts,"{'neg': 0.0, 'neu': 0.199, 'pos': 0.801, 'compound': 0.9524}"
-1,worst martini ever,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}"
1,the steak and the shrimp are in my opinion the best entrees at gc,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}"
1,i had the opportunity today to sample your amazing pizzas,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}"
-1,we waited for thirty minutes to be seated although there were  vacant tables and we were the only folks waiting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the yellowtail carpaccio was melt in your mouth fresh,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
-1,i wont try going back there even if its empty,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.2023}"
-1,no im going to eat the potato that i found some strangers hair in it,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
1,just spicy enough perfect actually,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}"
1,last night was my second time dining here and i was so happy i decided to go back,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6948}"
-1,not even a hello we will be right with you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the desserts were a bit strange,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.2023}"
1,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.4927}"
1,i really do recommend this place you can go wrong with this donut place,"{'neg': 0.173, 'neu': 0.671, 'pos': 0.155, 'compound': -0.0828}"
1,nice ambiance,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
1,i would recommend saving room for this,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}"
-1,i guess maybe we went on an off night but it was disgraceful,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,however my recent experience at this particular location was not so good,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.464}"
-1,i know this is not like the other restaurants at all something is very off here,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2755}"
-1,avoid this establishment,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}"
-1,i think this restaurant suffers from not trying hard enough,"{'neg': 0.25, 'neu': 0.645, 'pos': 0.105, 'compound': -0.4222}"
1,all of the tapas dishes were delicious,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
1,i heart this place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,my salad had a bland vinegrette on the baby greens and hearts of palm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,after two i felt disgusting,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}"
1,a good time,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1,i believe that this place is a great stop for those with a huge belly and hankering for sushi,"{'neg': 0.089, 'neu': 0.65, 'pos': 0.26, 'compound': 0.6369}"
1,generous portions and great taste,"{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.8126}"
-1,i will never go back to this place and will never ever recommended this place to anyone,"{'neg': 0.09, 'neu': 0.91, 'pos': 0.0, 'compound': -0.1511}"
-1,the servers went back and forth several times not even so much as an are you being helped,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,food was delicious,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}"
-1,an hour seriously,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.1779}"
-1,i consider this theft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,eew this location needs a complete overhaul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,we recently witnessed her poor quality of management towards other guests as well,"{'neg': 0.191, 'neu': 0.679, 'pos': 0.13, 'compound': -0.25}"
-1,waited and waited and waited,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,he also came back to check on us regularly excellent service,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}"
1,our server was super nice and checked on us many times,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.7717}"
-1,the pizza tasted old super chewy in not a good way,"{'neg': 0.157, 'neu': 0.588, 'pos': 0.255, 'compound': 0.3599}"
-1,i swung in to give them a try but was deeply disappointed,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.6798}"
1,service was good and the company was better,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}"
1,the staff are also very friendly and efficient,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.762}"
1,as for the service im a fan because its quick and youre being served by some nice folks,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.6249}"
-1,boy was that sucker dry,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}"
-1,over rated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,if you look for authentic thai food go else where,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,their steaks are  recommended,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}"
-1,after i pulled up my car i waited for another  minutes before being acknowledged,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,great food and great service in a clean and friendly setting,"{'neg': 0.0, 'neu': 0.332, 'pos': 0.668, 'compound': 0.9337}"
1,all in all i can assure you ill be back,"{'neg': 0.212, 'neu': 0.606, 'pos': 0.182, 'compound': -0.1027}"
-1,i hate those things as much as cheap quality black olives,"{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.5719}"
1,my breakfast was perpared great with a beautiful presentation of  giant slices of toast lightly dusted with powdered sugar,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8402}"
-1,the kids play area is nasty,"{'neg': 0.36, 'neu': 0.4, 'pos': 0.24, 'compound': -0.296}"
1,great place fo take out or eat in,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}"
1,the waitress was friendly and happy to accomodate for veganveggie options,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.7845}"
1,omg i felt like i had never eaten thai food until this dish,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}"
-1,it was extremely crumby and pretty tasteless,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.5367}"
-1,it was a pale color instead of nice and char and has no flavor,"{'neg': 0.129, 'neu': 0.706, 'pos': 0.165, 'compound': 0.1531}"
1,the croutons also taste homemade which is an extra plus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i got home to see the driest damn wings ever,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}"
1,itll be a regular stop on my trips to phoenix,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
1,i really enjoyed crema caf before they expanded i even told friends they had the best breakfast,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8977}"
-1,not good for the money,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.3412}"
1,i miss it and wish they had one in philadelphia,"{'neg': 0.13, 'neu': 0.65, 'pos': 0.22, 'compound': 0.2732}"
-1,we got sitting fairly fast but ended up waiting  minutes just to place our order another  minutes before the food arrived,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,they also have the best cheese crisp in town,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
1,good value great food great service,"{'neg': 0.0, 'neu': 0.129, 'pos': 0.871, 'compound': 0.926}"
1,couldnt ask for a more satisfying meal,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.5095}"
1,the food is good,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
1,it was awesome,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
-1,i just wanted to leave,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.0516}"
1,we made the drive all the way from north scottsdale and i was not one bit disappointed,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.3724}"
-1,i will not be eating there again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.4215}"
-1,i checked out this place a couple years ago and was not impressed,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.3724}"
-1,the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.5994}"
-1,sorry i will not be getting food from here anytime soon ,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772}"
1,an absolute must visit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the cow tongue and cheek tacos are amazing,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}"
-1,my friend did not like his bloody mary,"{'neg': 0.166, 'neu': 0.393, 'pos': 0.441, 'compound': 0.5417}"
-1,despite how hard i rate businesses its actually rare for me to give a  star,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0762}"
1,they really want to make your experience a good one,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.5413}"
-1,i will not return,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i had the chicken pho and it tasted very bland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,very disappointing,"{'neg': 0.777, 'neu': 0.223, 'pos': 0.0, 'compound': -0.5413}"
1,the grilled chicken was so tender and yellow from the saffron seasoning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,"{'neg': 0.035, 'neu': 0.965, 'pos': 0.0, 'compound': -0.0286}"
1,pretty awesome place,"{'neg': 0.0, 'neu': 0.12, 'pos': 0.88, 'compound': 0.8074}"
1,ambience is perfect,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}"
-1,best of luck to the rude and noncustomer service focused new management,"{'neg': 0.144, 'neu': 0.385, 'pos': 0.471, 'compound': 0.7783}"
-1,any grandmother can make a roasted chicken better than this one,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
-1,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3182}"
1,the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9099}"
1,four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat ,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6249}"
1,the roast beef sandwich tasted really good,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}"
-1,same evening him and i are both drastically sick,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.5106}"
1,highquality chicken on the chicken caesar salad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,ordered burger rare came in well done,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}"
1,we were promptly greeted and seated,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}"
-1,tried to go here for lunch and it was a madhouse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,"{'neg': 0.161, 'neu': 0.752, 'pos': 0.087, 'compound': -0.2846}"
-1,after waiting an hour and being seated i was not in the greatest of moods,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.5216}"
1,this is a good joint,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
1,the macarons here are insanely good,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
-1,im not eating here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,our waiter was very attentive friendly and informative,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.539}"
-1,maybe if they werent cold they would have been somewhat edible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,this place has a lot of promise but fails to deliver,"{'neg': 0.258, 'neu': 0.627, 'pos': 0.115, 'compound': -0.4678}"
-1,very bad experience,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}"
-1,what a mistake,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34}"
-1,food was average at best,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}"
1,great food,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
-1,we wont be going back anytime soon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,very very disappointed ordered the  big bay plater,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.5678}"
1,great place to relax and have an awesome burger and beer,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.9022}"
1,it is perfect for a sitdown family meal or get together with a few friends,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.7783}"
-1,not much flavor to them and very poorly constructed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the patio seating was very comfortable,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.5563}"
